Mohafaza PCODE,Mohafaza,Mantika PCODE,Mantika,Nahya PCODE,Nahya,Community PCODE,Community,Neighborhood PCODE,Neighborhood,Lat,Long,RETURNEES Y/N,RETURNEES HH,RETURNEES IND,RETURNEES in RENTED Acco Y/N,RETURNEES in RENTED Acco HH,RETURNEES in RENTED Acco IND,RETURNEES with HOST Y/N,RETURNEES with HOST HH,RETURNEES with HOST IND,RETURNEES in ABANDONED build Y/N,RETURNEES in ABANDONED build HH,RETURNEES in ABANDONED build IND,RETURNEES in FORMAL COLLECTIVE Shelters Y/N,RETURNEES in FORMAL COLLECTIVE Shelters HH,RETURNEES in FORMAL COLLECTIVE Shelters IND,RETURNEES in INFORMAL COLLECTIVE Shelters Y/N,RETURNEES in INFORMAL COLLECTIVE Shelters HH,RETURNEES in INFORMAL COLLECTIVE Shelters IND,RETURNEES in ORGANIZED CAMPS Y/N,RETURNEES in ORGANIZED CAMPS HH,RETURNEES in ORGANIZED CAMPS IND,RETURNEES in SELF SETTLED CAMPS Y/N,RETURNEES in SELF SETTLED CAMPS HH,RETURNEES in SELF SETTLED CAMPS IND,RETURNEES in OWN HOUSE Y/N,RETURNEES in OWN HOUSE HH,RETURNEES in OWN HOUSE IND,RETURNEES Year,RETURNEES from Country,RETURNEES from Mohafaza PCODE,RETURNEES from Mohafaza,RETURNEES from Mantika PCODE,RETURNEES from Mantika,RETURNEES from Nahya PCODE,RETURNEES from Nahya,RETURNEES from Place
SY05,Hama,SY0501,Hama,SY050101,Suran,C3030,Maarkaba,,,35.31695384,36.66757813,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0406,Al Makhrim,SY040601,Jeb Ej-Jarrah,C2932,Rahum,,,34.79191068,37.32557483,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1103,Wadi Eldibis,,,35.74173364,37.35517929,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0404,Ar-Rastan,SY040401,Talbiseh,C2883,Um Sharshouh,,,34.87500068,36.69133178,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0302,Duma,SY030204,Nashabiyeh,C6665,Bala,,,33.49482592,36.42210282,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C6430,Hamidiyet Al-Shadad,,,35.72743014,37.14774012,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1077,Shweihet Ellahib,,,35.80519756,37.27052251,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020300,Afrin,C1362,Hawa,,,36.52321695,36.9112091,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0301,Rural Damascus,SY030105,Kafr Batna,C6671,Hosh Al-Ashary,,,33.52703248,36.42016475,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1044,Batranah,,,35.89107656,37.1941966,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1068,Rajm Omeirat,,,35.89627726,37.22616919,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0406,Al Makhrim,SY040601,Jeb Ej-Jarrah,C2941,Tawil,,,34.77242188,37.34790232,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070200,Ma'arrat An Nu'man,C3961,Samkeh,,,35.69694827,36.90907215,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C6602,Mahatet Um Rejim,,,35.54670346,36.98933417,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4012,Um Sehrij,,,35.4991604,36.95487343,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4042,Qasr Elabyad,,,35.50544148,37.01132221,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4034,Rabeeah Musa,,,35.49348516,36.98246357,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1094,Rasm Elmofakker - Hilu Mofakker,,,35.58917412,37.20340487,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1069,Um Tinet Simaan,,,35.70166811,37.22300926,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1095,Um Aj,,,35.57894683,37.24920315,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1062,Tal Hawasid - Hanuteh,,,35.77217474,37.32705988,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1081,Big Bayaa,,,35.69531325,37.14307979,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1084,Um Qrun - Um Jaran,,,35.55561224,37.32756832,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0405,Tadmor,SY040501,Sokhneh,C2895,Kdir,,,35.27362057,38.84554014,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C6599,Nasriyeh,,,35.47198556,37.05652654,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4047,Eastern Lweibdeh,,,35.46015254,37.0493806,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4020,Mutawaseta,,,35.591235,36.98069009,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4014,Southern Um Mweilat,,,35.55986264,37.01426959,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070400,Jisr-Ash-Shugur,C4216,Hseiniyeh,,,35.84487411,36.26059599,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1096,Um Wadi,,,35.72328276,37.18322641,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1086,Anu Mreir,,,35.78149665,37.14530865,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1045,Eliyeh,,,35.72829539,37.19689664,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4005,Maksar,,,35.47502586,37.08811277,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4009,Khayriyeh,,,35.52369988,37.1565018,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4008,Thleijeh,,,35.55474704,37.1842146,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4027,Abul Eleij,,,35.52859961,37.11147304,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4010,Bashkum,,,35.44811967,37.0894199,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C3999,Jeb Elqasab,,,35.51570812,37.10258052,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0603,Al-Haffa,SY060303,Kansaba,C3752,Kadin,,,35.68974038,36.17891895,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020002,Tall Ed-daman,C1106,Kafr Eibesh,,,35.99054219,37.22182756,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020703,Hajeb,C2211,Manaaya,,,35.9009861,37.51898321,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040100,Homs,C2522,Kalidiyeh,,,34.78041155,36.6964533,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040106,Qaryatein,C6592,Al-Mhassa,,,34.05932106,37.21141161,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040106,Qaryatein,C2662,Safa Eltayyas,,,34.55093526,37.67443347,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C6604,Rasm Barjas,,,35.46482502,37.02558423,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4004,Dwadiyeh,,,35.57189555,37.11778182,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070402,Darkosh,C4239,Deir Othman,,,35.97443548,36.31959965,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4021,Saree,,,35.58299519,37.07895207,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C6605,Farja,,,35.61747022,37.01495712,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0603,Al-Haffa,SY060303,Kansaba,C6646,Jeb Al-Ahmar,,,35.67541247,36.23413229,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0301,Rural Damascus,SY030101,Kisweh,C2287,Deir Khabiyeh,,,33.36355739,36.16038204,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0308,Qatana,SY030802,Sa'sa',C2490,Dinaji,,,33.21529149,36.06199122,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020703,Hajeb,C2204,Jeb Tineh,,,35.835149,37.42663695,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C6601,Abu Thijeh,,,35.61557994,36.97025518,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C6600,Rasm Ward,,,35.67865231,36.96960727,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0308,Qatana,SY030802,Sa'sa',C2488,Hbariyeh,,,33.1866304,36.06757245,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0402,Al-Qusayr,SY040200,Al Quasir,C6312,Dream Land,,,34.55301965,36.74069028,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060002,Rabee'a,C3499,Deir Hanna / Lattakia,,,35.70794317,36.01845236,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY13,As-Sweida,SY1303,Shahba,SY130302,Ariqa,C6247,Deir Dama,,,32.97202034,36.44903539,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4029,Heisa,,,35.68251701,36.98195509,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C4044,Qatra,,,35.64906569,36.88620317,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040107,Mahin,C2666,Qasr - Ghanthar,,,34.39523589,37.15136004,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040107,Mahin,C2665,Hadath,,,34.31201524,37.09198106,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040107,Mahin,C2668,Qanat Elomyan,,,34.28984297,37.02530325,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040107,Mahin,C2664,Hawarin,,,34.26869792,37.07562127,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040107,Mahin,C2667,Mahin,,,34.24397975,37.0393216,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0700,Idleb,SY070002,Bennsh,C6630,Al-Swagheih,,,36.00840547,36.75062533,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070202,Sanjar,C6603,Um Rjem,,,35.55197226,36.94736976,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060002,Rabee'a,C3506,Qasab ,,,35.71075639,36.05374296,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060002,Rabee'a,C3504,Joret Elmaa,,,35.71623304,36.00436908,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4092,Rweideh,,,35.43672983,37.05986738,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4086,Abu Omar,,,35.46413455,36.88595784,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4094,Tal Khanzir,,,35.43224614,36.98186875,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4076,Tama,,,35.40465974,36.8836892,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4087,Tal Maraq,,,35.44189698,36.84418073,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4084,Hamadaniyeh,,,35.42454377,36.85386778,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4093,Abu Dali,,,35.45072705,36.9027072,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4097,Msheirfeh Qabliyeh,,,35.42149517,36.93660665,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070204,Tamanaah,C4082,Dajaj,,,35.42137595,36.89598635,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY09,Deir-ez-Zor,SY0901,Deir-ez-Zor,SY090100,Deir-ez-Zor,C5086,Deir-Ez-Zor,N0418,Rashdiyeh,35.33736852,40.13578451,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060002,Rabee'a,C3511,Sukariyeh,,,35.74732865,36.03134246,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060002,Rabee'a,C3515,Sabahiyeh - Kandasiyeh,,,35.73919347,36.01374856,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060002,Rabee'a,C3516,Hamra Qazaljura,,,35.73085396,35.99291336,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C1007,Aleppo,N0185,Al-Madina Old Souq,36.19862061,37.16025526,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050302,As-Saan,C6346,Rasm Elahmar - Abu Hawadid,,,35.32142258,37.48862088,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050302,As-Saan,C3282,Bgheidid,,,35.28739369,37.4655366,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C6754,,,,36.201667,37.053639,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C1007,Aleppo,N0206,Industrial Area in Jibreen,36.18865409,37.24651502,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C1007,Aleppo,N0226,Ar-Ramouseh Indusrtial District,36.15672611,37.12879117,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020400,A'zaz,C1556,Sijraz,,,36.57402666,37.01676475,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020400,A'zaz,C1567,Kafr Khasher,,,36.5490845,37.06500084,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020400,A'zaz,C1570,Maraanaz,,,36.55028906,37.01613683,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020404,Nabul,C1654,Mayasa,,,36.39699249,36.94605825,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050102,Harbanifse,C3041,Az-Zara,,,34.92020419,36.65953273,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C6429,Al-Mallah,,,36.27346963,37.12698591,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020003,Haritan,C1124,Sifa,,,36.20828308,37.34016188,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050101,Suran,C3022,Tleisiyeh,,,35.36699041,36.9144712,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050103,Hamra,C6549,Hnyeh,,,35.52777373,37.27418156,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C1007,Aleppo,N0148,Al-A'arqoub,36.21381227,37.17525238,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020003,Haritan,C1133,Muqbia,,,36.28619471,37.30823323,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020003,Haritan,C6332,Naqqarin,,,36.22349318,37.27978251,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050301,Eastern Bari,C3269,Um Mil,,,34.99526024,37.30216715,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
