Mohafaza PCODE,Mohafaza,Mantika PCODE,Mantika,Nahya PCODE,Nahya,Community PCODE,Community,Neighborhood PCODE,Neighborhood,Lat,Long,RETURNEES Y/N,RETURNEES HH,RETURNEES IND,RETURNEES in RENTED Acco Y/N,RETURNEES in RENTED Acco HH,RETURNEES in RENTED Acco IND,RETURNEES with HOST Y/N,RETURNEES with HOST HH,RETURNEES with HOST IND,RETURNEES in ABANDONED build Y/N,RETURNEES in ABANDONED build HH,RETURNEES in ABANDONED build IND,RETURNEES in FORMAL COLLECTIVE Shelters Y/N,RETURNEES in FORMAL COLLECTIVE Shelters HH,RETURNEES in FORMAL COLLECTIVE Shelters IND,RETURNEES in INFORMAL COLLECTIVE Shelters Y/N,RETURNEES in INFORMAL COLLECTIVE Shelters HH,RETURNEES in INFORMAL COLLECTIVE Shelters IND,RETURNEES in ORGANIZED CAMPS Y/N,RETURNEES in ORGANIZED CAMPS HH,RETURNEES in ORGANIZED CAMPS IND,RETURNEES in SELF SETTLED CAMPS Y/N,RETURNEES in SELF SETTLED CAMPS HH,RETURNEES in SELF SETTLED CAMPS IND,RETURNEES in OWN HOUSE Y/N,RETURNEES in OWN HOUSE HH,RETURNEES in OWN HOUSE IND,RETURNEES Year,RETURNEES from Country,RETURNEES from Mohafaza PCODE,RETURNEES from Mohafaza,RETURNEES from Mantika PCODE,RETURNEES from Mantika,RETURNEES from Nahya PCODE,RETURNEES from Nahya,RETURNEES from Place
SY10,Tartous,SY1002,Banyas,SY100205,Tawahin,C5442,Di,,,35.14954661,36.1556616,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040102,Kherbet Tin Noor,C2579,Kherbet Tin Mahmud,,,34.77435171,36.56629747,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040105,Raqama,C2651,Jbab Elzeit,,,34.40968901,36.8738753,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0308,Qatana,SY030802,Sa'sa',C2487,Nofur,,,33.29330496,36.0825025,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100303,Sibbeh,C5523,Ein Eltineh,,,34.90208435,36.22348022,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5322,Shas ,,,34.68641097,36.0556488,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100301,Mashta Elhiu,C5499,Inata,,,34.88399638,36.22602122,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5455,Odayda,,,34.85591601,36.18038207,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3576,Idiyeh,,,35.31006381,35.95911236,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5224,Bezzaq,,,34.87424233,35.99288511,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100003,Kherbet Elma'aza,C5277,Waqf Elsheikh Ayash,,,34.79343844,35.99964905,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100203,Qadmous,C5411,Sadana,,,35.09601457,36.17952814,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1004,Dreikish,SY100400,Dreikish,C5569,Zakiyeh,,,34.94510495,36.16420997,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100502,Qumseyyeh,C5664,Bluzeh - Sheikh Bader,,,35.05657533,35.97330422,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3566,Mazar Elqateriyeh,,,35.51456301,35.9207411,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100203,Qadmous,C5413,Salluriyeh,,,35.07797819,36.21655273,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060001,Bahlawaniyeh,C3494,Amruniyeh,,,35.57229932,35.86953939,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100501,Baramanet Elmashayekh,C5649,Sorani,,,35.03087487,36.11460313,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3586,Batra ,,,35.41757379,35.94119305,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5310,Sawda,,,34.67193363,36.05218491,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100500,Sheikh Badr,C5623,Ein Elkbir,,,35.00931216,36.00765991,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0603,Al-Haffa,SY060304,Mzair'a,C3771,Rweimiyeh,,,35.49696757,35.93575847,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5484,Ein Elkbireh - Safita,,,34.89670465,36.21217571,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100305,Ras El-Khashufeh,C5555,Rweiset Elhayek,,,34.8448148,36.06867981,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5302,Bdereh,,,35.0511449,35.93949721,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0604,Al-Qardaha,SY060400,Al-Qardaha,C3821,Nina,,,35.42525148,36.09739323,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1004,Dreikish,SY100402,Hamin,C5605,Hababa,,,34.91492931,36.02767944,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100500,Sheikh Badr,C5639,Qleiat,,,34.96811924,36.08319092,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5350,Herf Bnomra,,,35.20877932,35.99489461,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5282,Aqr Zayti,,,34.96188857,36.00699414,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5234,Eskabola,,,34.91002069,35.94166565,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5247,Matahriyeh,,,34.84557998,35.95510566,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5374,Mhorteh,,,35.24176988,35.98483027,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5251,Badriyeh,,,34.908005,35.96498627,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5376,Heibo,,,35.08899167,35.9657898,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY13,As-Sweida,SY1303,Shahba,SY130302,Ariqa,C6519,Al-Shomarah,,,32.98380826,36.43072367,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040105,Raqama,C2656,Aziziyeh,,,34.52770366,36.99380518,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0403,Tall Kalakh,SY040304,Hawash,C2821,Haret Mahfud,,,34.81164812,36.33875219,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070203,Kafr Nobol,C4059,Um Nir,,,35.53418312,36.43116667,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3638,Budy,,,35.39677683,36.09028482,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5340,Alqin,,,35.14869386,35.96725179,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100301,Mashta Elhiu,C5497,Ein Ellabni,,,34.87840932,36.21782423,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5219,Bakriyeh,,,34.92070948,35.96917725,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0604,Al-Qardaha,SY060400,Al-Qardaha,C3781,Jermati,,,35.40525132,36.08851048,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3579,Ashrafiya,,,35.2986339,35.95331763,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100002,Hameidiyyeh,C5260,Ziyadiyeh - Zbeidi,,,34.74456709,35.96038818,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100202,Anaza,C5392,Aliqa,,,35.17672029,36.12493063,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elshaqiyeh,C3599,Ziyadiyeh,,,35.34813022,36.02973724,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100501,Baramanet Elmashayekh,C5645,Talleh,,,35.05590418,36.18551303,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3568,Fedyo,,,35.51858566,35.89357752,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100500,Sheikh Badr,C5621,Tanghari,,,35.00245314,36.14738449,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060003,Ein El-Bayda,C3521,Sarkasiyeh,,,35.70768936,35.92991291,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100305,Ras El-Khashufeh,C5548,Dahr Shiha,,,34.85177374,36.07641452,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0703,Harim,SY070303,Kafr Takharim,C4154,Taltita,,,36.11212318,36.55293922,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5313,Msheirfeh,,,34.65048977,36.09127919,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100304,Sisniyyeh,C5540,Hikr Jeb Elamlas,,,34.75231254,36.14270678,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100002,Hameidiyyeh,C5269,Bani Naim,,,34.64812499,36.00241217,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1004,Dreikish,SY100403,Dweir Raslan,C5617,Bjennet Eljerd,,,34.93790439,36.23819173,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0604,Al-Qardaha,SY060400,Al-Qardaha,C3824,Neinti,,,35.41724456,36.08371429,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100301,Mashta Elhiu,C5503,Hefnet Elmawarneh,,,34.8513912,36.21798366,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5230,Kherbet Elfaras,,,34.95004518,36.01482558,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1004,Dreikish,SY100401,Jneinet Raslan,C5591,Zaghrin - Zaghrid,,,34.94789079,36.1472168,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100205,Tawahin,C5443,Nawatif,,,35.15166575,36.17221069,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100204,Hamam Wasil,C5437,Balaadar,,,35.08585527,36.04699707,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040102,Kherbet Tin Noor,C2586,Rabwa,,,34.73560771,36.55252089,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040102,Kherbet Tin Noor,C2566,Um Eledam,,,34.70894881,36.52269246,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1004,Dreikish,SY100400,Dreikish,C5581,Afsuniyeh,,,34.92286274,36.09448616,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0703,Harim,SY070302,Salqin,C4144,Bozanti,,,36.17626227,36.41687924,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0301,Rural Damascus,SY030101,Kisweh,C2269,Ein Elbeida,,,33.32451433,36.21611115,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020405,Suran,C6421,Qazal,,,36.62547026,37.23378129,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0504,Masyaf,SY050400,Masyaf,C3335,Hayluneh,,,35.12994265,36.28807483,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0504,Masyaf,SY050400,Masyaf,C3336,Deir Mama,,,35.14188571,36.33109047,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0504,Masyaf,SY050400,Masyaf,C3337,Hreif,,,35.09999253,36.336117,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5453,Beit Elmarj,,,34.89166495,36.20483794,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0600,Lattakia,SY060000,Lattakia,C3471,Qanjara,,,35.58048309,35.81000281,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100202,Anaza,C5387,Ghorziyeh,,,35.19927745,36.03886756,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5457,Beit Naaseh,,,34.776904,36.10934773,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100203,Qadmous,C5408,Ellieyh,,,35.115542,36.07036281,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0603,Al-Haffa,SY060301,Salanfa,C3699,Bab Janna,,,35.57187714,36.19136982,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100202,Anaza,C5401,Nahl Elanaza,,,35.19343513,36.09999513,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100501,Baramanet Elmashayekh,C5650,Ein Fatima,,,35.04024487,36.12252808,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5480,Zawraq Barakat,,,34.82797934,36.16677856,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5482,Mweiseh,,,34.77862467,36.05520088,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100500,Sheikh Badr,C5629,Benjara,,,35.01126992,36.13960266,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1005,Sheikh Badr,SY100500,Sheikh Badr,C5632,Zreika,,,35.03641464,36.08682776,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100304,Sisniyyeh,C5543,Dweir Elteiee,,,34.7381887,36.08740234,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5488,Hikr Mkheiber,,,34.85098897,36.17631294,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0604,Al-Qardaha,SY060400,Al-Qardaha,C3823,Marj Meibran,,,35.47942002,36.04909852,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3636,Qarfis,,,35.2670248,35.99020925,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5227,Beit Basit,,,34.92874635,36.04619016,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5339,Ballutiyeh,,,35.18385967,36.04404797,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5286,Ezit,,,35.03485126,35.95190817,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1003,Safita,SY100301,Mashta Elhiu,C5511,Wadi Elmajawi,,,34.85984742,36.22268499,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5296,Dahr Matar,,,34.9858551,35.97338867,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1004,Dreikish,SY100401,Jneinet Raslan,C5594,Hir Barfa,,,34.93236738,36.14595528,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5371,Kaeebet Faresh,,,35.19074066,36.02262158,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0504,Masyaf,SY050403,Ein Halaqim,C3401,Tin Elsabil,,,34.89614356,36.34037929,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5255,Masahin,,,34.91023556,35.99363708,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3623,Bsoter,,,35.30119133,36.00935651,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0703,Harim,SY070302,Salqin,C6621,Hamra,,,36.0845422,36.39343273,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0703,Harim,SY070302,Salqin,C6618,Jeser Maksour,,,36.17982244,36.382843,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5344,Tiro,,,35.1934566,35.98099601,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3640,Rawda Benjaro,,,35.40954583,35.99693816,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY06,Lattakia,SY0603,Al-Haffa,SY060304,Mzair'a,C3758,Msheirfet Elhiffeh,,,35.51965055,35.92872326,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1002,Banyas,SY100202,Anaza,C5388,Kherbet Elsindyana,,,35.22614322,36.19390869,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
